Count,Repo_Name,Description,Forks,Stars,Watchers,Open_Issues,Created_Date,Size
122,OpenLLM,Operating LLMs in production,468,6769,6769,24,2023-04-19T00:27:52Z,39470
123,darts,A python library for user-friendly forecasting and anomaly detection on time series.,743,6675,6675,241,2018-09-13T15:17:28Z,170039
124,faust,Python Stream Processing,587,6637,6637,276,2017-03-08T18:36:11Z,8707
125,SerpentAI,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!,789,6612,6612,2,2017-04-16T21:48:39Z,3859
126,latexify_py,A library to generate LaTeX expression from Python code.,358,6605,6605,15,2020-07-25T12:50:56Z,357
127,umap,Uniform Manifold Approximation and Projection,752,6563,6563,430,2017-07-02T01:11:17Z,61734
128,imbalanced-learn, A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning,1264,6562,6562,41,2014-08-16T05:08:26Z,22506
129,boto,"For the latest version of boto, see https://github.com/boto/boto3 -- Python interface to Amazon Web Services",2326,6486,6486,1126,2010-07-12T19:15:33Z,16004
130,kohya_ss,,862,6463,6463,612,2022-10-30T15:15:32Z,11982
131,autogluon,"AutoGluon: AutoML for Image, Text, Time Series, and Tabular Data",800,6442,6442,270,2019-07-29T18:51:24Z,21241
132,server,The Triton Inference Server provides an optimized cloud and edge inferencing solution. ,1286,6419,6419,326,2018-10-04T21:10:30Z,31755
133,dowhy,"DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions. DoWhy is based on a unified language for causal inference, combining causal graphical models and potential outcomes frameworks. ",877,6342,6342,136,2018-05-31T13:07:04Z,499930
134,nupic-legacy,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of intelligence based strictly on the neuroscience of the neocortex.",1588,6331,6331,464,2013-04-05T23:14:27Z,153080
135,deepo,Setup and customize deep learning environment in seconds.,771,6323,6323,1,2017-10-27T11:41:49Z,375
136,nmt,TensorFlow Neural Machine Translation Tutorial,1975,6293,6293,274,2017-06-29T00:35:52Z,1262
137,nlp-recipes,Natural Language Processing Best Practices & Examples,909,6268,6268,67,2019-04-05T17:42:41Z,48731
138,gpt-neox,"An implementation of model parallel autoregressive transformers on GPUs, based on the DeepSpeed library.",902,6196,6196,71,2020-12-22T14:37:54Z,107152
139,data-science-blogs,A curated list of data science blogs,1783,6185,6185,10,2015-08-05T11:58:14Z,373
140,xlnet,XLNet: Generalized Autoregressive Pretraining for Language Understanding,1181,6104,6104,190,2019-06-19T08:16:46Z,2990
141,accelerate,"🚀 A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision",668,6045,6045,112,2020-10-30T13:27:12Z,2954
142,Awesome-CoreML-Models,Largest list of models for Core ML (for iOS 11+),473,6022,6022,6,2017-08-22T10:43:47Z,3059
143,Machine-Learning-Collection,A resource for learning about Machine learning & Deep Learning,2430,6002,6002,96,2020-03-26T07:02:40Z,100737
144,text-generation-inference,Large Language Model Text Generation Inference,646,6002,6002,237,2022-10-08T10:26:28Z,3213
145,dev-setup,"macOS development environment setup:  Easy-to-understand instructions with automated setup scripts for developer tools like Vim, Sublime Text, Bash, iTerm, Python data analysis, Spark, Hadoop MapReduce, AWS, Heroku, JavaScript web development, Android development, common data stores, and dev-based OS X defaults.",1166,5995,5995,35,2015-07-08T21:59:38Z,424
146,stylegan3,Official PyTorch implementation of StyleGAN3,1040,5947,5947,164,2021-10-07T09:52:04Z,4271
147,nicegui,Create web-based user interfaces with Python. The nice way.,335,5914,5914,21,2021-05-07T13:55:05Z,54411
148,cog,Containers for machine learning,370,5910,5910,347,2021-02-26T23:43:09Z,3446
149,denoising-diffusion-pytorch,Implementation of Denoising Diffusion Probabilistic Model in Pytorch,767,5846,5846,113,2020-08-26T02:22:10Z,2520
150,chainer,A flexible framework of neural networks for deep learning,1403,5828,5828,12,2015-06-05T05:50:37Z,53733
151,open_nsfw,Not Suitable for Work (NSFW) classification using deep neural network Caffe models.,1071,5762,5762,41,2016-08-16T20:37:47Z,21634
152,DeepLearning,Python for《Deep Learning》，该书为《深度学习》(花书) 数学推导、原理剖析与源码级别代码实现,1249,5702,5702,6,2020-02-27T07:11:46Z,33326
153,TopDeepLearning,A list of popular github projects related to deep learning,1192,5687,5687,17,2016-04-27T04:13:03Z,109
154,gluon-cv,Gluon CV Toolkit,1227,5664,5664,58,2018-02-26T01:33:21Z,39687
155,GPTCache,Semantic cache for LLMs. Fully integrated with LangChain and llama_index. ,389,5621,5621,40,2023-03-24T05:51:16Z,23261
156,Awesome-WAF,🔥 Web-application firewalls (WAFs) from security standpoint.,1010,5611,5611,0,2019-01-08T04:57:06Z,30415
157,text-to-text-transfer-transformer,"Code for the paper ""Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer""",738,5594,5594,109,2019-10-17T21:45:14Z,5545
158,pytorch-metric-learning,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",640,5545,5545,58,2019-10-23T17:20:35Z,48428
159,pyAudioAnalysis,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications",1170,5494,5494,194,2014-08-27T12:43:13Z,171627
160,instruct-pix2pix,,485,5428,5428,51,2023-01-09T03:14:31Z,17715
161,Learning-to-See-in-the-Dark,Learning to See in the Dark. CVPR 2018,840,5379,5379,73,2018-04-05T23:31:06Z,472
162,deap,Distributed Evolutionary Algorithms in Python,1133,5361,5361,265,2014-05-21T20:07:39Z,11014
163,paperless-ng,"A supercharged version of paperless: scan, index and archive all your physical documents",373,5358,5358,251,2018-06-27T11:34:00Z,19225
164,FATE,An Industrial Grade Federated Learning Framework,1553,5300,5300,806,2019-01-24T10:32:43Z,273127
165,graph_nets,Build Graph Nets in Tensorflow,782,5300,5300,8,2018-08-31T08:19:28Z,1504
166,Deep-Reinforcement-Learning-Algorithms-with-PyTorch,PyTorch implementations of deep reinforcement learning algorithms and environments,1205,5189,5189,43,2018-09-07T13:01:21Z,31581
167,New-Grad-2024,"👋 Hey there new grad🎉! We've put together a collection of full-time job openings for SWE, Quant, PM and tech roles in 2024! 🚀",464,5094,5094,0,2023-04-02T21:22:38Z,457
168,financial-machine-learning,A curated list of practical financial machine learning tools and applications.,1061,5082,5082,5,2019-03-21T21:00:35Z,3980
169,whereami,Uses WiFi signals :signal_strength: and machine learning to predict where you are ,286,5052,5052,16,2016-09-18T17:50:24Z,66
170,fawkes,"Fawkes, privacy preserving tool against facial recognition systems. More info at https://sandlab.cs.uchicago.edu/fawkes",490,5046,5046,34,2020-05-18T00:16:49Z,387
171,DeepLearning.ai-Summary,This repository contains my personal notes and summaries on DeepLearning.ai specialization courses. I've enjoyed every little bit of the course hope you enjoy my notes too.,2447,5029,5029,13,2017-11-12T15:08:34Z,15644
172,have-fun-with-machine-learning,An absolute beginner's guide to Machine Learning and Image Classification with Neural Networks,553,5002,5002,8,2016-12-29T17:43:50Z,7878
173,Augmentor,Image augmentation library in Python for machine learning.,874,4974,4974,136,2016-03-01T18:29:55Z,1580
174,DataSciencePython,common data analysis and machine learning tasks using python,1532,4972,4972,11,2015-10-06T15:26:08Z,83
175,arxiv-sanity-preserver,"Web interface for browsing, search and filtering recent arxiv submissions",1320,4951,4951,87,2015-11-28T04:47:22Z,984
176,torchdiffeq,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,860,4941,4941,67,2018-11-14T17:51:25Z,8486
177,feast,Feature Store for Machine Learning,882,4931,4931,118,2018-12-10T07:20:15Z,83564
178,DeepNude-an-Image-to-Image-technology,"DeepNude's algorithm and general image generation theory and practice research, including pix2pix, CycleGAN, UGATIT, DCGAN, SinGAN, ALAE, mGANprior, StarGAN-v2 and VAE models (TensorFlow2 implementation). DeepNude的算法以及通用生成对抗网络（GAN,Generative Adversarial Network）图像生成的理论与实践研究。",1981,4930,4930,10,2019-06-28T16:53:29Z,27033
179,Synonyms,:herb: 中文近义词：聊天机器人，智能问答工具包,898,4914,4914,27,2017-09-25T08:23:35Z,144101
180,clearml,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management",624,4863,4863,406,2019-06-10T08:18:32Z,43237
181,modelscope,ModelScope: bring the notion of Model-as-a-Service to life.,512,4837,4837,85,2022-07-25T06:56:02Z,46450
182,MachineLearning,Basic Machine Learning and Deep Learning,3144,4836,4836,38,2014-12-05T14:53:17Z,8209
183,pycorrector,pycorrector is a toolkit for text error correction. 文本纠错，实现了Kenlm，T5，MacBERT，ChatGLM3，LLaMA等模型应用在纠错场景，开箱即用。,1010,4747,4747,25,2018-03-01T11:08:02Z,53191
184,deepchem,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology",1540,4730,4730,530,2015-09-24T23:20:28Z,538967
185,composer,Supercharge Your Model Training,373,4715,4715,44,2021-10-12T02:38:28Z,10916
186,slither,Static Analyzer for Solidity and Vyper,873,4682,4682,428,2018-09-05T21:56:35Z,53395
187,ultimate-python,Ultimate Python study guide for newcomers and professionals alike. :snake: :snake: :snake:,517,4671,4671,0,2020-05-03T00:32:29Z,425
188,mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.,831,4572,4572,140,2014-08-14T01:56:16Z,95869
189,Github-Ranking,:star:Github Ranking:star: Github stars and forks ranking list. Github Top100 stars list of different languages. Automatically update daily. | Github仓库排名，每日自动更新,356,4547,4547,15,2018-12-16T15:38:31Z,285681
190,pytorch-examples,Simple examples to introduce PyTorch,935,4544,4544,9,2017-01-23T06:05:21Z,63
191,Crypto-Signal,"Github.com/CryptoSignal - Trading & Technical Analysis Bot - 4,100+ stars, 1,100+ forks",1302,4541,4541,65,2017-09-16T23:49:24Z,7624
192,TensorFlow-World,:earth_americas: Simple and ready-to-use tutorials for TensorFlow,436,4536,4536,3,2017-03-24T22:19:05Z,26388
193,river,🌊 Online machine learning in Python,547,4530,4530,101,2019-01-24T15:18:26Z,257473
194,stock,30天掌握量化交易 (持续更新),1174,4518,4518,20,2016-04-04T02:54:58Z,11253
195,deep-learning-roadmap,:satellite: All You Need to Know About Deep Learning - A kick-starter,675,4510,4510,2,2019-01-07T05:03:26Z,12843
196,DrQA,Reading Wikipedia to Answer Open-Domain Questions,922,4419,4419,57,2017-07-07T22:44:16Z,563
197,causalml,Uplift modeling and causal inference with machine learning algorithms,744,4389,4389,57,2019-07-09T02:08:58Z,129302
198,moco,PyTorch implementation of MoCo: https://arxiv.org/abs/1911.05722,744,4334,4334,55,2020-03-17T22:42:11Z,61
199,tensortrade,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",1013,4302,4302,51,2019-07-30T21:28:32Z,63937
200,adversarial-robustness-toolbox,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams",1089,4138,4138,134,2018-03-15T14:40:43Z,508020
201,PyBoy,Game Boy emulator written in Python,448,4128,4128,26,2015-05-29T11:58:11Z,45036
202,amundsen,"Amundsen is a metadata driven application for improving the productivity of data analysts, data scientists and engineers when interacting with data.",943,4124,4124,32,2019-05-14T15:12:40Z,29993
203,sacred,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",375,4116,4116,99,2014-03-31T18:05:29Z,6119
204,yellowbrick,Visual analysis and diagnostic tools to facilitate machine learning model selection.,552,4115,4115,93,2016-05-18T14:12:17Z,80715
205,research,"dataset and code for 2016 paper ""Learning a Driving Simulator""",1181,4108,4108,37,2016-08-03T04:38:57Z,48876
206,DeepLearningTutorials,Deep Learning Tutorial notes and code. See the wiki for more info.,2159,4078,4078,22,2010-01-07T18:42:37Z,11605
207,awesome-iot,"Awesome IoT. A collaborative list of great resources about IoT Framework, Library,  OS, Platform",786,4057,4057,0,2015-09-13T12:54:16Z,1440
208,Ad-papers,Papers on Computational Advertising,1168,4040,4040,2,2016-08-07T08:26:26Z,199699
209,courses,This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI),356,4025,4025,9,2023-04-02T10:34:53Z,72
